Sub	task	run	tsnr	fd_mean	outlier_run_Custom1
sub-3170	socialdoors	1	87.03287506103516	0.08773797966567419	False
sub-1247	socialdoors	1	76.36199951171875	0.2381937746536156	False
sub-1294	socialdoors	1	67.42617797851562	0.12183932931212436	False
sub-3167	socialdoors	1	79.36543273925781	0.19847875180458668	False
sub-1015	socialdoors	1	83.71641540527344	0.14578909326975364	False
sub-3143	socialdoors	1	43.229705810546875	0.1635125545577652	False
sub-1245	socialdoors	1	75.67958208080381	0.09455793363993378	False
sub-1009	socialdoors	1	71.7692642211914	0.17414698066955572	False
sub-1303	socialdoors	1	47.03074264526367	0.16208376231120725	False
sub-3122	socialdoors	1	57.335201263427734	0.1560681756192257	False
sub-3206	socialdoors	1	75.83550262451172	0.11787343414636049	False
sub-3173	socialdoors	1	75.03871154785156	0.09814592357584769	False
sub-3190	socialdoors	1	59.76506034168415	0.1584541181939983	False
sub-3176	socialdoors	1	74.9078369140625	0.1901141685349103	False
sub-3212	socialdoors	1	87.70552825927734	0.052941014586125205	False
sub-3220	socialdoors	1	62.89678192138672	0.188283174670981	False
sub-1242	socialdoors	1	89.33319854736328	0.07226245765815659	False
sub-1301	socialdoors	1	60.53041458129883	0.2424764175809454	False
sub-1013	socialdoors	1	97.18912506103516	0.07578611789275433	False
sub-3189	socialdoors	1	78.88461986556649	0.11760942102673985	False
sub-3116	socialdoors	1	82.14414978027344	0.19753985657782075	False
sub-1016	socialdoors	1	96.34037017822266	0.10178429436741541	False
sub-3175	socialdoors	1	64.61846160888672	0.17384632294223773	False
sub-3200	socialdoors	1	78.64048767089844	0.1459684716254132	False
sub-1004	socialdoors	1	51.97764587402344	0.14606129149008565	False
sub-1001	socialdoors	1	40.624487308901735	0.2483538128419553	False
sub-1021	socialdoors	1	82.2320556640625	0.16128555773227887	False
sub-3166	socialdoors	1	75.44953155517578	0.1432963673241054	False
sub-3140	socialdoors	1	68.46273040771484	0.18005926428736516	False
sub-1286	socialdoors	1	63.93916320800781	0.1034141638110552	False
sub-1251	socialdoors	1	89.59551330842078	0.0692866817497896	False
sub-1019	socialdoors	1	54.52912902832031	0.2048816565230383	False
sub-1012	socialdoors	1	92.79293060302734	0.12325042435834764	False
sub-1302	socialdoors	1	79.42420959472656	0.11667153609121464	False
sub-1276	socialdoors	1	66.22821807861328	0.1423901073523875	False
sub-1249	socialdoors	1	79.0142822265625	0.1650878280751432	False
sub-1006	socialdoors	1	87.46361541748047	0.10552513585459262	False
sub-1248	socialdoors	1	64.81455993652344	0.13025809146165493	False
